name,uuid,hash,language,sets,source,path
simple-linked-list,a3d936a0-a7a3-4029-baee-8ab330390d62,768a13da94d11a3f357babf821a2ad4af822ff7b5a3b848a7117142d9f436d33,javascript,polyglot,https://github.com/exercism/javascript,cat/76/8a/768a13da94d11a3f357babf821a2ad4af822ff7b5a3b848a7117142d9f436d33
poker,377fdb52-d6cf-4b10-8f22-e2d82674437c,76b0e2cf52d4313032730db424fcc734474995ad0089f486548d60b616375f1c,java,polyglot,https://github.com/exercism/java,cat/76/b0/76b0e2cf52d4313032730db424fcc734474995ad0089f486548d60b616375f1c
say,2e34a2c7-ae22-4650-96ae-c0c3ef367b99,7214de3eb909a16fd698b45517477af4ffb9410a5a297851527bc6b2272a2229,javascript,polyglot,https://github.com/exercism/javascript,cat/72/14/7214de3eb909a16fd698b45517477af4ffb9410a5a297851527bc6b2272a2229
diamond,4d5fe224-3af9-4a66-8c7f-ef2588253e21,721f795fc452a0ec3e48db2428437aacccc247346105a8e94b99582c2e9b0b5a,cpp,polyglot,https://github.com/exercism/cpp,cat/72/1f/721f795fc452a0ec3e48db2428437aacccc247346105a8e94b99582c2e9b0b5a
word-search,a5d2d239-9e55-4868-b731-6fea0b42c329,72e744c66872d38a985e52441599a2742bec22d3b0358b3e59151b02c0edd1ef,go,polyglot,https://github.com/exercism/go,cat/72/e7/72e744c66872d38a985e52441599a2742bec22d3b0358b3e59151b02c0edd1ef
forth,6fd3b841-03f0-4512-b77e-27699684dce7,31c92482c6d362bd7afb235e88b21121249a10652137eb5a970135e56e86b261,javascript,polyglot,https://github.com/exercism/javascript,cat/31/c9/31c92482c6d362bd7afb235e88b21121249a10652137eb5a970135e56e86b261
pig-latin,a2d46bca-a5c1-4309-9207-d3a2efc0593c,317cc09f6adbb994700cc860a37fc7cd54fa9825e9c7a86d73de83fc7a13006c,go,polyglot,https://github.com/exercism/go,cat/31/7c/317cc09f6adbb994700cc860a37fc7cd54fa9825e9c7a86d73de83fc7a13006c
book-store,7fc4183e-8bfe-4608-92f3-c758ff9f14f4,310293a5d3d428a4522998615a9506f494f23dc845a75c666e4ec8eb166ee7a6,java,polyglot,https://github.com/exercism/java,cat/31/02/310293a5d3d428a4522998615a9506f494f23dc845a75c666e4ec8eb166ee7a6
grade-school,86acddc7-ec1f-41f6-9c1e-22255746e394,1339bd52355adff932271dfd806daf2902fbe40c343adf617e94b51c34a0ea42,python,polyglot,https://github.com/exercism/python,cat/13/39/1339bd52355adff932271dfd806daf2902fbe40c343adf617e94b51c34a0ea42
word-search,4f70f641-8b46-4535-a2de-8b35e45b0a1b,137d49d4ca7306ac3071dde4eeadf461b00b4bfc7baa6d14e0eeaf41a398e50a,java,polyglot,https://github.com/exercism/java,cat/13/7d/137d49d4ca7306ac3071dde4eeadf461b00b4bfc7baa6d14e0eeaf41a398e50a
bottle-song,de9fa897-c96a-4947-ad91-51f20d5ec6ba,13ac2348f372547842f50ea3b148ec36e0155bbf1fe8749739d586ea3f4e728c,java,polyglot,https://github.com/exercism/java,cat/13/ac/13ac2348f372547842f50ea3b148ec36e0155bbf1fe8749739d586ea3f4e728c
pig-latin,bf33ebee-318b-43f6-8dca-e697a810116b,bd23822ad77525ac2f4c3dc16096a8562eb69061816a1866c7e96acf7146b9d2,python,polyglot,https://github.com/exercism/python,cat/bd/23/bd23822ad77525ac2f4c3dc16096a8562eb69061816a1866c7e96acf7146b9d2
book-store,518a0c04-4cbb-4b62-9f84-146a7ab3b3f4,bdbc9e4ea249e7cccdf1c0e7974c56051be02a3f3567b22eb019da7dd3415566,python,polyglot,https://github.com/exercism/python,cat/bd/bc/bdbc9e4ea249e7cccdf1c0e7974c56051be02a3f3567b22eb019da7dd3415566
bowling,d1f4e9ac-3305-47c1-ac1f-c342e6067748,6d199e22900c35f1a63fc7568427b4a4fde3bd68d4a2ea38b178e7cc231586bd,go,polyglot,https://github.com/exercism/go,cat/6d/19/6d199e22900c35f1a63fc7568427b4a4fde3bd68d4a2ea38b178e7cc231586bd
food-chain,b2034bf3-3289-427f-adb4-3c2c8a0ba51b,607cf0545d5d2f8d3a9c17d6e0877db9314337f4472832d3263e59d1c8ac7872,javascript,polyglot,https://github.com/exercism/javascript,cat/60/7c/607cf0545d5d2f8d3a9c17d6e0877db9314337f4472832d3263e59d1c8ac7872
grep,c91b334d-e10a-4913-971d-1cd8f15f25ff,8e89d471ba4b7521f60b5a6510c74834754b50c4647c126b7b22d90bdfc8b877,javascript,polyglot,https://github.com/exercism/javascript,cat/8e/89/8e89d471ba4b7521f60b5a6510c74834754b50c4647c126b7b22d90bdfc8b877
dot-dsl,39393fad-b7dc-4cf0-bcc1-c08be634b041,8e3d8b5a098230ad343e3ec5e082cd8ae68b502133c9c67486185443bfa3f834,python,polyglot,https://github.com/exercism/python,cat/8e/3d/8e3d8b5a098230ad343e3ec5e082cd8ae68b502133c9c67486185443bfa3f834
grep,a7cb6b3e-b421-4114-a3fd-a68088f62150,fd39f2568e0d6087fd371793bbe833847a2b87d36a87ea38045fc25efcb2b817,python,polyglot,https://github.com/exercism/python,cat/fd/39/fd39f2568e0d6087fd371793bbe833847a2b87d36a87ea38045fc25efcb2b817
phone-number,45b33c19-a4ac-4f65-b524-a2e29b480918,d99b85ce9fd741967636cae4ef9a026d187f8cf17607205a136289008740d08a,javascript,polyglot,https://github.com/exercism/javascript,cat/d9/9b/d99b85ce9fd741967636cae4ef9a026d187f8cf17607205a136289008740d08a
alphametics,38a8bca1-f5c5-4ca2-bc2f-a8f9d1af1b9f,e35d7580eb718ea5a92e60da633fc60fb2a8708335f5de16d97f3b9d8290bc6e,java,polyglot,https://github.com/exercism/java,cat/e3/5d/e35d7580eb718ea5a92e60da633fc60fb2a8708335f5de16d97f3b9d8290bc6e
poker,664ae193-ca4f-42df-bc6e-0b410c62773e,ee6db269ca6b4280e62d005f5b3f807f609054490410d6884c629991e2df6610,rust,polyglot,https://github.com/exercism/rust,cat/ee/6d/ee6db269ca6b4280e62d005f5b3f807f609054490410d6884c629991e2df6610
connect,ac0ab51a-b300-4f57-b8a8-0f822616e2c1,6754c719a4e9440c7b887caddb621a6ba3b6d9118ae24e1c23cce4e17b3a5fa2,java,polyglot,https://github.com/exercism/java,cat/67/54/6754c719a4e9440c7b887caddb621a6ba3b6d9118ae24e1c23cce4e17b3a5fa2
wordy,84f74f3e-d362-409c-87f9-7d89b919580e,658d43a1785f9b5fe889436e01a7978a4402877811d46995caf63d21e77041e1,python,polyglot,https://github.com/exercism/python,cat/65/8d/658d43a1785f9b5fe889436e01a7978a4402877811d46995caf63d21e77041e1
kindergarten-garden,15ecf3f0-9d24-4aa2-8ee1-c51b1454bdf5,65b281da540fd2f664cb355af9ef1bb09f0028bfded19c888e0e95659e3216d0,cpp,polyglot,https://github.com/exercism/cpp,cat/65/b2/65b281da540fd2f664cb355af9ef1bb09f0028bfded19c888e0e95659e3216d0
acronym,aa9ac742-a351-4e8b-a3c9-d8237f13566e,4c50346d172f0f858cea52090ed586583eb0f1304c8d595f5f820b35519b5a2c,rust,polyglot,https://github.com/exercism/rust,cat/4c/50/4c50346d172f0f858cea52090ed586583eb0f1304c8d595f5f820b35519b5a2c
forth,6a01cecf-7fb4-4865-a7af-98e24f56c15c,4c97024abe64e3472232edacc57b33074a6c7ec1372803150bc7b74396c421b6,rust,polyglot,https://github.com/exercism/rust,cat/4c/97/4c97024abe64e3472232edacc57b33074a6c7ec1372803150bc7b74396c421b6
bottle-song,e9e719c7-0450-485f-b08e-2899701d992c,b323b2230c481f0cf798b6abd0c7671719a486be8c957de369dfc3aefe250e54,python,polyglot,https://github.com/exercism/python,cat/b3/23/b323b2230c481f0cf798b6abd0c7671719a486be8c957de369dfc3aefe250e54
queen-attack,6412f14e-d30b-4783-9e0e-130584fd0845,c684ec790057452e45013cfb1b8de1d21bf7a6213a5b8359dd2c8dac48193452,cpp,polyglot,https://github.com/exercism/cpp,cat/c6/84/c684ec790057452e45013cfb1b8de1d21bf7a6213a5b8359dd2c8dac48193452
zebra-puzzle,69e6d230-6f51-4309-b201-b55d326b66c8,c625b85b5a66927bd542ab11327abc54f914e6a4f0db43edabe5dc0c0283d3f4,go,polyglot,https://github.com/exercism/go,cat/c6/25/c625b85b5a66927bd542ab11327abc54f914e6a4f0db43edabe5dc0c0283d3f4
all-your-base,9027615e-54d4-43b1-b950-88c7d24019c0,7e5b23b173c6be88a51c794b7bf2893a20086fef3187c9cb85896933a600359c,cpp,polyglot,https://github.com/exercism/cpp,cat/7e/5b/7e5b23b173c6be88a51c794b7bf2893a20086fef3187c9cb85896933a600359c
tree-building,be0a59e5-3468-47de-a6a0-fb6a80beaefc,3affcec764bf479c6f79b06becb8ba94da4e8f10b1aa8695b3602cca98f78bf0,python,polyglot,https://github.com/exercism/python,cat/3a/ff/3affcec764bf479c6f79b06becb8ba94da4e8f10b1aa8695b3602cca98f78bf0
book-store,18420515-6b41-4144-936c-37e962d07c9c,71f3be11344e59a4a56ee26d3d89760d0ef20d162bec70a535c2aa73eed46d0f,rust,polyglot,https://github.com/exercism/rust,cat/71/f3/71f3be11344e59a4a56ee26d3d89760d0ef20d162bec70a535c2aa73eed46d0f
binary-search-tree,e8b24d2e-6451-4934-ad20-595fa42ba6da,57c5e9530d8306bf575dcb01e728e67331982d4a93fe3af3c59ee072a28847ca,cpp,polyglot,https://github.com/exercism/cpp,cat/57/c5/57c5e9530d8306bf575dcb01e728e67331982d4a93fe3af3c59ee072a28847ca
affine-cipher,422770d6-3ecc-4f07-bc00-7fe1a249fea1,d6326f972b3b1cd10476669513f51c95c83129cafc224358242b5b52f425c367,javascript,polyglot,https://github.com/exercism/javascript,cat/d6/32/d6326f972b3b1cd10476669513f51c95c83129cafc224358242b5b52f425c367
connect,7be572fa-bc9b-43e9-a296-afb0a2332aa0,d66d7371e8d880403fc180bd4343293577812df208308de0184650bb850b744b,javascript,polyglot,https://github.com/exercism/javascript,cat/d6/6d/d66d7371e8d880403fc180bd4343293577812df208308de0184650bb850b744b
queen-attack,6d7f1dbc-9b96-4c7f-b948-301087c9abc7,411095c0a0587f0f47f19543bf46a4b889ae5b7edebff45b632fa50579e05c51,javascript,polyglot,https://github.com/exercism/javascript,cat/41/10/411095c0a0587f0f47f19543bf46a4b889ae5b7edebff45b632fa50579e05c51
